parent_code,parent_name,job_code,job_name,jobCode,jobName,isCollection,jobPic,jobSummary,jobTask,jobWorkerId,jobWorkerIdList,hardToolList,hardSkillList,hardCertList
2001000000,經營／人資類,2001001000,經營／幕僚類人員,2001001000,經營／幕僚類人員,False,,資料蒐集中,資料蒐集中,,[],[],[],[]
2001001000,經營／幕僚類人員,2001001001,經營管理主管,2001001001,經營管理主管,False,JJ01,研擬公司營運計劃及年度專案規劃，以及規劃公司各項管理制度與策劃可能的投資機會，以維持公司內在優勢與外在機會。,"研擬營運計劃及年度專案規劃。
推動各部門中、長期經營策略規劃，完成全公司中、長期企劃案，以確保公司經營穩定成長。
執行與追蹤各項營運績效管理目標。
規劃及審核公司各項管理制度，以符合經營管理之需求。",,[],[],"[{'id': '10022685', 'name': '營運'}, {'id': '10000000', 'name': '經營管理'}, {'id': '10000232', 'name': '商品銷售'}]",[]
2001001000,經營／幕僚類人員,2001001002,儲備幹部,2001001002,儲備幹部,False,JJ01,在公民營企業機構內，透過公司的訓練及栽培，執行各項工作任務，為將來要升任的主管職位預先作準備。,"在主管人員指導之下，依據既定政策，從事各項業務之設計，規章之草擬（如：物料管理、成本控制、人員調動）。
協助高階主管規劃生產、行銷計畫制度和中長期策略規畫及年度營運方針落實，以提昇經營績效。
協助公司之組織規劃、制度流程設計，以及經營分析之企劃。
推展公司業務。
分析運務狀況，定期製作運務報告。
負責人員之調度、督導及管理。",tGbTi5AVKNI,['tGbTi5AVKNI'],[],"[{'id': '10000011', 'name': '櫃檯門市接待與需求服務'}, {'id': '10022685', 'name': '營運'}, {'id': '10029727', 'name': '人員管理'}]",[]
2001001000,經營／幕僚類人員,2001001003,主管特別助理,2001001003,主管特別助理,False,JJ01,在公民營企業機構內，提供各項專業分析與辦法，協助高階主管進行決策，推動各項專案，並成為各單位溝通之橋樑。,"協助高階主管進行公司內部管理稽核事項（如：整合標準化工作流程、規劃及推動各項管理規章及制度）。
協助高階主管進行跨部門、跨廠間的溝通協調與會議召集。
負責公司經營策略分析、整合規劃、推動與執行。
協助經營團隊執行公司之決議事項及各項專案。
尋找公司未來發展之新事業（如：技術合作、合併、購併、策略聯盟）。
負責企業營運績效分析與改善管理。
負責經營策略擬定與策略品質提昇。
追蹤、監督各部門的工作進度。
負責重要客戶來訪接待及回函處理。





",,[],[],"[{'id': '10000017', 'name': '會議安排'}, {'id': '10000071', 'name': '文書資料處理'}, {'id': '10000021', 'name': '行政事務處理'}]",[]
2001001000,經營／幕僚類人員,2001001004,副總經理,2001001004,副總經理,False,JJ01,協助總經理規劃制定公司發展戰略、經營計劃，監督公司各項規劃的執行與實施。,"協助總經理制定公司的營運計劃和策略。
參與公司的戰略制定和計劃執行，推動公司成長。
監控公司的績效，並協助制定績效目標。
協助總經理領導和管理團隊，確保各部門協同合作。
代表總經理與內外部利益相關者(員工、股東、客戶、供應商)溝通，維護公司的聲譽。
負責處理公司的問題和挑戰，協助解決危機。
執行公司的社會責任和可持續發展策略。",,[],[],"[{'id': '10000007', 'name': '營運績效管理'}, {'id': '10014697', 'name': '營運計劃'}, {'id': '10000000', 'name': '經營管理'}]",[]
2001001000,經營／幕僚類人員,2001001005,總經理,2001001005,總經理,False,JJ01,整體組織最高的管理者與負責人，統籌各單位部門事務，負責公司經營管理工作，並向董事會報告。,"制定公司年度營運計劃，確保達成目標。
規劃中長期經營策略，確保公司未來能夠持續成長。
追蹤營運績效與管理目標，確保公司達成預期成果。
規劃並確保公司的管理制度合理有效率。
與內外部利益相關者(員工、股東、客戶、供應商)溝通，確保促進公司利益。
危機管理和問題解決。
公司社會責任持續發展與執行。",,[],[],"[{'id': '10024532', 'name': '購併'}, {'id': '10000007', 'name': '營運績效管理'}, {'id': '10000025', 'name': '策略分析'}]",[]
2001001000,經營／幕僚類人員,2001001006,執行長,2001001006,執行長,False,JJ01,公司負責決策、發號施令，並承擔經營成果的人，主持公司日常業務、樹立企業文化，建立公司制度與流程。,"決策與指導：制定公司的戰略方向，確定重大決策，並提供指導和領導，以確保公司達到目標。
目標設定：設定公司的績效目標，追蹤和評估公司的營運績效，並調整策略以應對市場變化。
經營責任：負責公司的整體經營績效，包括財務健康、市場佔有率和公司的長期增長。
日常業務：監督和管理公司的日常業務運作，確保各部門協調合作，以達成公司目標。
建立企業文化：樹立和推動公司的價值觀和企業文化，以塑造一個具有共同目標和價值觀的組織。
制度與流程：建立公司的管理制度和流程，確保公司運作有序並符合法規和標準。
外部關係：代表公司與內部和外部利益相關者溝通，維護公司的聲譽和合作關係。",,[],[],"[{'id': '10000007', 'name': '營運績效管理'}, {'id': '10014697', 'name': '營運計劃'}, {'id': '10000000', 'name': '經營管理'}]",[]
2001001000,經營／幕僚類人員,2001001007,營運長,2001001007,營運長,False,JJ01,負責監督管理公司每日營運成果的人，向執行長報告。執行特定重要戰略：例如企業轉型、重大組織變革或是擴張專案。,"監督運營：負責確保公司每天的業務運作順利，包括生產、供應鏈、客戶服務等方面。
管理營運成果：負責監控公司的日常營運表現，並向執行長報告關於績效和問題等資訊。
執行戰略計劃：參與制定和執行公司戰略計劃，如企業轉型、組織變革或擴張專案。
團隊領導：領導和協調與營運有關的團隊，確保各部門協同合作，以實現戰略目標。
資源管理：有效管理公司的資源，包括人力、財務和物資，以確保達到營運目標。
問題解決：處理營運中的問題和挑戰，找到解決方案，確保公司能夠持續運作。
報告與溝通：向執行長和高層管理報告關於營運的資訊，同時與其他部門和利益相關者溝通，以確保營運的順利進行。",,[],[],"[{'id': '10014697', 'name': '營運計劃'}, {'id': '10000007', 'name': '營運績效管理'}, {'id': '10014691', 'name': '營運策略'}]",[]
2001000000,經營／人資類,2001002000,人力資源類人員,2001002000,人力資源類人員,False,,資料蒐集中,資料蒐集中,,[],[],[],[]
2001002000,人力資源類人員,2001002001,人力資源主管,2001002001,人力資源主管,False,JJ01,計畫、主導並協調組織內人力資源管理活動，將人力資源策略運用發揮最大綜效，並確保員工召募任用、薪資獎酬、訓練發展、人事規章等功能之完備與合於法令規範。,"擬定人力資源政策，訂定選、訓、用、留的計畫，以達成企業的策略目標。
建立完整的召募與任用制度（職務說明書、薪資結構、召募甄選流程與工具），讓企業具備招募優秀人才的優勢。
建立符合企業文化的人才發展體制，以有系統的培訓員工，強化企業的人才資本。
建立績效管理與薪酬制度，訂定調薪政策、獎酬制度、退休金制度，以維持企業的競爭力，留下優秀人才。
調解勞資爭議、處理員工資遣解雇等特殊人力資源相關議題。
建構人力資源資訊系統，定期分析企業人力資源管理性報表，以作為人力發展的依據。






",,[],[],"[{'id': '10029653', 'name': '人力資源'}, {'id': '10000032', 'name': '勞工保險相關法規'}, {'id': '10000028', 'name': '召募任用制度設計'}]",[]
2001002000,人力資源類人員,2001002002,人力資源人員,2001002002,人力資源人員,False,JJ01,負責招募與甄選、訓練與發展、薪酬福利、員工關係、績效評估等工作。,"維護企業內部人力資源之相關紀錄（如：員工個人基本資料、工作說明書、職務輪調紀錄、出缺勤紀錄與績效評核紀錄等）。
規劃與執行人員招募、甄選與任用，以解決公司的人力需求問題。
設計、管理與執行公司的績效管理系統，並運用績效評核結果，提供管理上決策之參考（如：調薪、獎金、紅利、升遷、調動、留任、資遣或對員工貢獻予以表揚等）。
規劃人力運用的預算，建立與維持公司的薪酬系統與工作規則、管理員工福利制度與退休金方案，並提供人事管理報表（如：工時規劃、出勤管理等）。
規劃公司的訓練發展體系，進行訓練與發展之需求分析、規劃、執行與成效評估。
進行工作分析，作為日後部門進行職務盤點、職務分配、人力配置、部門職掌及職務說明書建立時的參考依據。
規劃、指導與協調所有與員工相關的問題（如：雇用契約、薪酬、勞動相關法令、員工關係等），並主動針對需改進的政策提出建議，以達成最佳的管理成效。",,[],[],"[{'id': '10002645', 'name': '具備人力資源相關知識'}, {'id': '10000032', 'name': '勞工保險相關法規'}, {'id': '10000029', 'name': '績效與薪酬管理'}]",[]
2001002000,人力資源類人員,2001002003,教育訓練人員,2001002003,教育訓練人員,False,JJ01,規劃與執行員工訓練與發展制度，並評估訓練發展之成效，以提升公司整體競爭力。,"制定公司訓練發展政策、體系與制度。
進行訓練發展需求分析，規劃、執行公司訓練發展計畫，並評估訓練發展之成效。
控管公司訓練發展之費用，維護員工訓練發展紀錄，定期產出各項表報供相關管理決策之參考。
研究、評估並引進新的訓練發展主題與方法，以增進訓練發展之成效。
規劃與執行接班人制度，為公司重要職位培養接班人。
提供員工職涯發展之諮詢服務。
擔任公司內部講師。






",,[],[],"[{'id': '10000042', 'name': '訓練發展'}, {'id': '10002645', 'name': '具備人力資源相關知識'}, {'id': '10000031', 'name': '員工教育訓練與需求分析'}]",[]
2001002000,人力資源類人員,2001002004,人力／外勞仲介,2001002004,人力∕外勞仲介,False,JJ01,為雇主、企業或政府機關找尋工作人員，或為求職者找尋工作機會。,"透過政府就業服務部門得知職位空缺提供給謀職者，並擔任訓練計畫之諮詢。
接受雇主委託，為空缺職位找尋工作人員。
向企業機構討論雇用或簽約人員所需之技術及特性，並簽定契約及保證雇用契約符合法律規定。",,[],"[{'id': '10005586', 'name': '切割機'}]","[{'id': '10022790', 'name': '打石'}, {'id': '10022980', 'name': '英文翻譯'}, {'id': '10000028', 'name': '召募任用制度設計'}]","[{'id': '10029276', 'name': '乙級就業服務技術士'}]"
2001002000,人力資源類人員,2001002005,人力資源助理,2001002005,人力資源助理,False,JJ01,協助人力資源部門內相關人事管理與人力資源行政工作以及部門主管所交辦事宜。,"登記新進人員之姓名、住址、資歷、薪給待遇等資料。
登記請假、缺席、獎懲、獎金、薪給變更及其他異動資料。
處理有關人事資料之查詢與答覆事項。
查閱新進人員之證件或填發離職人員之離職證明。







",,[],[],"[{'id': '10002645', 'name': '具備人力資源相關知識'}, {'id': '10000028', 'name': '召募任用制度設計'}, {'id': '10000032', 'name': '勞工保險相關法規'}]",[]
2001002000,人力資源類人員,2001002006,招募顧問,2001002006,招募顧問,False,JJ01,透過溝通與訪談的過程，了解企業客戶的需求，及人選技能特質與職涯展望等，在符合雙方需求下，推薦合適人選給企業客戶。,"溝通與訪談：與企業客戶進行溝通和訪談，了解他們人才招聘的需求。
尋找潛在人才：透過自身人脈、網絡搜索、社交媒體、校園徵才、職業網站等，尋找潛在的人選，以滿足企業客戶的需求。
評估人選：評估人選的履歷、技能、特質與其職涯發展，以確定與企業客戶需求相符。
推薦與協助面談：向企業客戶提供合適的人選建議，協助面試和薪資談判。
建立關係：與人選建立關係，協助他們找到適合的職位與適應新工作環境。",,[],[],"[{'id': '10000028', 'name': '召募任用制度設計'}, {'id': '10000034', 'name': '面試技巧'}, {'id': '10002645', 'name': '具備人力資源相關知識'}]","[{'id': '10029279', 'name': 'HRBP'}, {'id': '10029273', 'name': '全方位基礎人力資源管理師認證'}, {'id': '10029261', 'name': '員工薪酬管理師認證'}]"
2002000000,行政／總務／法務類,2002001000,行政／總務類人員,2002001000,行政／總務類人員,False,,資料蒐集中,資料蒐集中,,[],[],[],[]
2002001000,行政／總務類人員,2002001001,行政主管,2002001001,行政主管,False,JJ01,在企業或組織內負責財務行政相關功能之規劃、指導及協調工作以及日常運作。,"規劃、組織、指導及協調企業或組織內部財務行政作業。
衡量企業或組織財務狀況，編製預算及監督各種財務作業。
控制支出及確保資源有效使用。
建立及指導作業及行政程序。
規劃及指導日常行政相關作業。
監督人員之選擇、訓練及業績。






",,[],[],"[{'id': '10029653', 'name': '人力資源'}, {'id': '10000021', 'name': '行政事務處理'}, {'id': '10000032', 'name': '勞工保險相關法規'}]","[{'id': '10029198', 'name': '總幹事證照'}, {'id': '10029197', 'name': '防火管理人員'}]"
2002001000,行政／總務類人員,2002001002,總務主管,2002001002,總務主管,False,JJ01,企業或組織內部總務工作之規劃、組織、協調、指導、管制及考核等活動之管理。,"依據企業或組織既定之政策或目標，研訂總務工作計畫，並付之實施。
決定總務業務所需之資料，進行蒐集、保管、處理與流通使用。
支援或協助各部門之各項總務工作。
秉承經營者或上級決策者之指示，或發佈通知，或查報業務，或審核各部門工作報告中有關之總務業務。
指導總務工作進行並培育所屬精進總務相關技能。
進行機構內之設備維護、辦公環境美化、營繕工程規劃、水電維修、公務車輛管理、電信郵務、交通、文具伙食供應、工業安全衛生、櫃台服務及保險等業務，並負責對外聯繫。






",FcFdtPyyu60,['FcFdtPyyu60'],[],"[{'id': '10000065', 'name': '總務工作'}, {'id': '10022460', 'name': '採購'}, {'id': '10002723', 'name': '總務管理制度與實施總務工作計畫'}]","[{'id': '10029197', 'name': '防火管理人員'}]"
2002001000,行政／總務類人員,2002001003,行政人員,2002001003,行政人員,False,JJ01,於公民營事業機構中，依照各企業的辦公流程，從事一般行政職務。,"負責一般文書資料處理工作。
維護、更新、管理各類文件檔案（如：合約、會議記錄、書目資料、活動文件）和資料庫系統。
完成工作時程表，管理行事曆，並負責會議協調與安排。
準備會議議程，參與會議並撰寫會議記錄。
負責費用預估、控管及報表製作。
負責收發公文並處理會簽文件。
判斷、分類並分送郵件，回覆郵件，並整理待寄送的郵件。
負責簡單零用金管理，並負責前往銀行進行提存交易。
負責文具用品之預估及請領。
協助辦理員工福利事項。




",,[],"[{'id': '10002393', 'name': '中文打字50~75'}]","[{'id': '10000021', 'name': '行政事務處理'}, {'id': '10000074', 'name': '文件收發與檔案管理'}, {'id': '10000016', 'name': '顧客接待'}]",[]
2002001000,行政／總務類人員,2002001004,總務,2002001004,總務人員,False,JJ01,支援公司其他部門需求及提供相關業務之服務，並管理及維護公司資源作業，以使同仁有滿意之行政服務。,"清潔維護辦公室、宿舍及會議室等，以使同仁有舒適的辦公環境。
採購及維護事務機器及家電用品，以有效管理各部門之採購需求。
落實公務器材及公務車之使用管理規則，以滿足同仁使用之需要。
採購並維護辦公事物及庶物用品，以有效管理各部門之採購需求。
採購並維護印刷用品及書報雜誌，以有效管理各部門之採購需求。
執行辦公室之租賃與買賣事務之辦理，以提供符合各部門在使用空間上的需求。






",FcFdtPyyu60,['FcFdtPyyu60'],[],"[{'id': '10022460', 'name': '採購'}, {'id': '10000021', 'name': '行政事務處理'}, {'id': '10002090', 'name': '採購並維護辦公事物及庶務用品'}]",[]
2002001000,行政／總務類人員,2002001005,秘書,2002001005,秘書,False,JJ01,在公民營企業機構內，從事協助高階主管處理資訊及文書類的工作（如：企業內外的聯繫、接待外賓、安排會議），或是訓練、監督低階行政類職員的工作。,"負責主管工作行程之規劃安排，並隨行陪同。
整理簽核文件及發送，並負責追蹤執行狀況，隨時掌控進度。
負責會議安排與通知，製作會議記錄並追蹤處理決議事項。
負責行政事務流程之溝通、整合及規劃。
協助專案推動與時程控管。
負責報表彙整與呈報。
處理各項跨部門、事業體之行政事務及文案管理。
負責對外及各部門之溝通聯繫事宜。
負責文件追蹤、資料彙整與檔案管理。
接待重要外賓。
翻譯文件。
處理婚喪喜慶相關事宜（如：訂花籃、準備奠儀）。



",lSZsV_6sekE,['lSZsV_6sekE'],[],"[{'id': '10000021', 'name': '行政事務處理'}, {'id': '10000071', 'name': '文書資料處理'}, {'id': '10000017', 'name': '會議安排'}]",[]
2002001000,行政／總務類人員,2002001006,資料輸入人員,2002001006,資料輸入人員,False,JJ01,於公民營事業機構中，從事文件資料的審核、輸入、建檔工作。,"分類、審核文件資料，並輸入建檔。
負責處理資料補件作業。
進行資料處理、轉換及整合工作。
將輸入的資料與原始文件作比對，或是重新輸入資料以確認資料的正確性。
找出輸入錯誤的資料，加以修正或向上呈報。
整理文件資料，並歸檔保存。
支援日常行政庶務工作。






",,[],"[{'id': '10002393', 'name': '中文打字50~75'}]","[{'id': '10000074', 'name': '文件收發與檔案管理'}, {'id': '10000021', 'name': '行政事務處理'}, {'id': '10000026', 'name': '文件檔案資料處理'}]",[]
